,Component,Quanitity,Worldwide,Australia
Hardware,"Shimano Ultegra ST-R8050 Clamp Band Unit - 23.8mm to 24.2mm, (Y00E98050)",2,AliExpress,bikebug
Printed Parts,"Aero Track Hoods (Left & Right): PETG, ABS, PA, CF",1
